id,text_clean,text_emojis_mapped,text_lemma,n_tokens
145,why does an interim champion think he has control over the goat  he hasn t done anything to try and dictate anything to a fighter of jon jones status  if he was talking gane he might have a point but he s not on jones level to dictate shit to jones,why does an interim champion think he has control over the goat  he hasn t done anything to try and dictate anything to a fighter of jon jones status  if he was talking gane he might have a point but he s not on jones level to dictate shit to jones,why do an interim champion think he have control over the goat he hasn t do anything to try and dictate anything to a fighter of jon jones status if he be talk gane he might have a point but he s not on jones level to dictate shit to jones,51
146,francis is a lot more intelligent than what parolee give him credit for,francis is a lot more intelligent than what parolee give him credit for,francis be a lot more intelligent than what parolee give he credit for,13
147,is  jon jones still fighting,is  jon jones still fighting,be jon jones still fight,5
148,dc is spot on  no hate detected  just analysis,dc is spot on  no hate detected  just analysis,dc be spot on no hate detect just analysis,9
149,a body tko is fucking insane  good job bones,a body tko is fucking insane  good job bones,a body tko be fuck insane good job bone,9
150,jj s legacy will forever be tarnished  there is no reason to duck aspinall  so what if he loses  he s just laid out the excuses in this clip  i d personally think a lot more of him if he d take on a bigger  younger guy  if he s the goat you don t shit your pants and fight a striker with zero ground skills  jj will smother pereira  it ll be a boring fight and jj will win by submission,jj s legacy will forever be tarnished  there is no reason to duck aspinall  so what if he loses  he s just laid out the excuses in this clip  i d personally think a lot more of him if he d take on a bigger  younger guy  if he s the goat you don t shit your pants and fight a striker with zero ground skills  jj will smother pereira  it ll be a boring fight and jj will win by submission,jj s legacy will forever be tarnish there be no reason to duck aspinall so what if he lose he s just lay out the excuse in this clip I d personally think a lot more of he if he d take on a big young guy if he s the goat you don t shit your pant and fight a striker with zero ground skill jj will smother pereira it ll be a boring fight and jj will win by submission,82
151,somebody call a doctor  stipe ain t gon shit right for 2weeks after the mule kick  ouch  i feel bad for dood,somebody call a doctor  stipe ain t gon shit right for 2weeks after the mule kick  ouch  i feel bad for dood,somebody call a doctor stipe ain t gon shit right for 2week after the mule kick ouch I feel bad for dood,22
152,coward move,coward move,coward move,2
153,you jones haters cope so hard  always the guys who know nothing about fighting,you jones haters cope so hard  always the guys who know nothing about fighting,you jones hater cope so hard always the guy who know nothing about fight,14
154,you do what you want when you poppin    future 😂,you do what you want when you poppin    future emoji_face_with_tears_of_joy,you do what you want when you poppin future emoji_face_with_tears_of_joy,10
155,i remember you most for being a cheater  drug addict and just a pos person,i remember you most for being a cheater  drug addict and just a pos person,I remember you most for be a cheater drug addict and just a pos person,15
156,maybe one day 😅😅,maybe one day emoji_smiling_face_with_open_mouth_and_cold_sweatemoji_smiling_face_with_open_mouth_and_cold_sweat,maybe one day emoji_smiling_face_with_open_mouth_and_cold_sweatemoji_smiling_face_with_open_mouth_and_cold_sweat,4
157,dirty move below the belt by jon jones,dirty move below the belt by jon jones,dirty move below the belt by jon jones,8
158,the next tactic from dana will be    we offered jones the most money in ufc history if he doesn t wanna fight i can t force him,the next tactic from dana will be    we offered jones the most money in ufc history if he doesn t wanna fight i can t force him,the next tactic from dana will be we offer jones the most money in ufc history if he doesn t wanna fight I can t force he,27
159,reason why he quit,reason why he quit,reason why he quit,4
160,dana saying  it is none of my business  is so absurd  he is literally the authority who runs the ufc  if there is someone who needs do to something about jon jones is dana,dana saying  it is none of my business  is so absurd  he is literally the authority who runs the ufc  if there is someone who needs do to something about jon jones is dana,dana say it be none of my business be so absurd he be literally the authority who run the ufc if there be someone who need do to something about jon jones be dana,34
161,jones is scared of the younger fighter  he wants to talk shit to an older retired fighter  chump,jones is scared of the younger fighter  he wants to talk shit to an older retired fighter  chump,jones be scared of the young fighter he want to talk shit to an old retire fighter chump,18
162,we saw it with dominick reyes  he beat jon jones and after that he doesnt want to fight anyone  he took the fight out of him to the point hes just dicking all the best fighters trying to get dana to give him pinching bags as oppnents  his time was up 3 years ago,we saw it with dominick reyes  he beat jon jones and after that he doesnt want to fight anyone  he took the fight out of him to the point hes just dicking all the best fighters trying to get dana to give him pinching bags as oppnents  his time was up 3 years ago,we see it with dominick reyes he beat jon jones and after that he do not want to fight anyone he take the fight out of he to the point he s just dicke all the good fighter try to get dana to give he pinch bag as oppnent his time be up 3 year ago,56
163,joe is so stupid  chael used his mind to snap his toe you idiot,joe is so stupid  chael used his mind to snap his toe you idiot,joe be so stupid chael use his mind to snap his toe you idiot,14
164,i didn t kno these to fought,i didn t kno these to fought,I didn t kno these to fight,7
165,dana is still in denial of what francis did to him  choosing himself over dana,dana is still in denial of what francis did to him  choosing himself over dana,dana be still in denial of what francis do to he choose himself over dana,15
166,jon jones still looks the same lmao,jon jones still looks the same lmao,jon jones still look the same lmao,7
167,ask khabib,ask khabib,ask khabib,2
168,he has weak ribs if that kick took him down,he has weak ribs if that kick took him down,he have weak rib if that kick take he down,10
169,afterwards  proceeded to hand our great incoming president trump his belt,afterwards  proceeded to hand our great incoming president trump his belt,afterwards proceed to hand our great incoming president trump his belt,11
170,jones doesn t look to be in particularly good shape  of course  that doesn t seem to matter,jones doesn t look to be in particularly good shape  of course  that doesn t seem to matter,jones doesn t look to be in particularly good shape of course that doesn t seem to matter,18
